"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","2_18a_D1_PROKKA_07032020","2_18b_A4_PROKKA_07032020","2_18b_D1_PROKKA_07032020","2_18b_D3_PROKKA_07032020","3_18a_D6_PROKKA_07032020","3_18b_C5_PROKKA_07132020","3_18b_D5_PROKKA_07132020","3_18c_C3_PROKKA_07142020","O_acuminata_ref_PROKKA_04122021"
"iolS","","Aldo-keto reductase IolS","9","9","1","1","19462","","","","962","962","962","ACMNIIJE_02141","KBJLFPIH_01340","OLBDELFK_03209","FIJMHGMP_00860","AMABMDDH_03857","AKMBOJBH_02138","LNNPAFAO_02696","EOJAOBGC_01769","CPEPOGAB_01565"
"dppB_2","","Dipeptide transport system permease protein DppB","9","9","1","1","5497","","","","1025","1094","1055","ACMNIIJE_00537","KBJLFPIH_00672","OLBDELFK_03359","FIJMHGMP_02052","AMABMDDH_00971","AKMBOJBH_05399","LNNPAFAO_00284","EOJAOBGC_03485","CPEPOGAB_00503"
"recA_1","","Protein RecA","9","9","1","1","5601","","","","1106","1106","1106","ACMNIIJE_00582","KBJLFPIH_00627","OLBDELFK_03405","FIJMHGMP_02003","AMABMDDH_00926","AKMBOJBH_05514","LNNPAFAO_00866","EOJAOBGC_02997","CPEPOGAB_00454"
"bamA_3","","Outer membrane protein assembly factor BamA","9","9","1","1","19311","","","","1868","2360","2107","ACMNIIJE_02209","KBJLFPIH_01532","OLBDELFK_03279","FIJMHGMP_00930","AMABMDDH_03085","AKMBOJBH_04951","LNNPAFAO_02648","EOJAOBGC_01723","CPEPOGAB_00996"
"group_2816","","hypothetical protein","9","9","1","1","5641","","","","233","233","233","ACMNIIJE_00597","KBJLFPIH_00614","OLBDELFK_03419","FIJMHGMP_01992","AMABMDDH_00915","AKMBOJBH_03951","LNNPAFAO_00855","EOJAOBGC_02983","CPEPOGAB_00442"
"group_2819","","hypothetical protein","9","9","1","1","612","","","","338","338","338","ACMNIIJE_00609","KBJLFPIH_04751","OLBDELFK_04491","FIJMHGMP_04427","AMABMDDH_00339","AKMBOJBH_02615","LNNPAFAO_01477","EOJAOBGC_00287","CPEPOGAB_03623"
"group_2831","","hypothetical protein","9","9","1","1","7012","","","","995","995","995","ACMNIIJE_00657","KBJLFPIH_02130","OLBDELFK_04336","FIJMHGMP_05085","AMABMDDH_03360","AKMBOJBH_02917","LNNPAFAO_01583","EOJAOBGC_00402","CPEPOGAB_03506"
"csd","","putative cysteine desulfurase","9","9","1","1","2207","","","","1262","1262","1262","ACMNIIJE_02240","KBJLFPIH_01056","OLBDELFK_04631","FIJMHGMP_01810","AMABMDDH_04483","AKMBOJBH_03538","LNNPAFAO_04266","EOJAOBGC_00641","CPEPOGAB_05400"
"group_2843","","hypothetical protein","9","9","1","1","8285","","","","317","317","317","ACMNIIJE_00704","KBJLFPIH_02090","OLBDELFK_04291","FIJMHGMP_05178","AMABMDDH_03590","AKMBOJBH_02955","LNNPAFAO_01621","EOJAOBGC_00440","CPEPOGAB_03460"
"group_2845","","hypothetical protein","9","9","1","1","8264","","","","1823","1823","1823","ACMNIIJE_00718","KBJLFPIH_00819","OLBDELFK_04998","FIJMHGMP_05164","AMABMDDH_04734","AKMBOJBH_03011","LNNPAFAO_05047","EOJAOBGC_02051","CPEPOGAB_03312"
"sufD","","FeS cluster assembly protein SufD","9","9","1","1","2208","","","","1373","1373","1373","ACMNIIJE_02241","KBJLFPIH_01057","OLBDELFK_04630","FIJMHGMP_01809","AMABMDDH_04482","AKMBOJBH_03539","LNNPAFAO_04265","EOJAOBGC_00640","CPEPOGAB_05401"
"group_2858","","hypothetical protein","9","9","1","1","1975","","","","182","182","182","ACMNIIJE_00773","KBJLFPIH_03268","OLBDELFK_00727","FIJMHGMP_04791","AMABMDDH_03449","AKMBOJBH_03329","LNNPAFAO_02199","EOJAOBGC_03985","CPEPOGAB_03872"
"group_286","","hypothetical protein","9","9","1","1","2470","","","","2309","2309","2309","ACMNIIJE_02301","KBJLFPIH_01117","OLBDELFK_01338","FIJMHGMP_01752","AMABMDDH_05036","AKMBOJBH_03596","LNNPAFAO_02407","EOJAOBGC_00581","CPEPOGAB_05245"
"ctaA","","Heme A synthase","9","9","1","1","16309","","","","920","923","920","ACMNIIJE_00797","KBJLFPIH_04348","OLBDELFK_00747","FIJMHGMP_03396","AMABMDDH_01529","AKMBOJBH_03834","LNNPAFAO_02231","EOJAOBGC_02117","CPEPOGAB_04807"
"group_2869","","hypothetical protein","9","9","1","1","13555","","","","491","491","491","ACMNIIJE_00818","KBJLFPIH_02966","OLBDELFK_00766","FIJMHGMP_03416","AMABMDDH_02687","AKMBOJBH_00257","LNNPAFAO_05553","EOJAOBGC_02596","CPEPOGAB_04663"
"purQ","","Phosphoribosylformylglycinamidine synthase subunit PurQ","9","9","1","1","4082","","","","683","701","693","ACMNIIJE_02384","KBJLFPIH_00023","OLBDELFK_01835","FIJMHGMP_00205","AMABMDDH_00383","AKMBOJBH_00218","LNNPAFAO_04621","EOJAOBGC_02563","CPEPOGAB_04616"
"group_2871","","hypothetical protein","9","9","1","1","13522","","","","581","581","581","ACMNIIJE_00832","KBJLFPIH_02952","OLBDELFK_00779","FIJMHGMP_03429","AMABMDDH_02674","AKMBOJBH_00269","LNNPAFAO_03121","EOJAOBGC_02609","CPEPOGAB_04678"
"group_2873","","hypothetical protein","9","9","1","1","13509","","","","230","230","230","ACMNIIJE_00837","KBJLFPIH_02946","OLBDELFK_00784","FIJMHGMP_03435","AMABMDDH_02669","AKMBOJBH_00277","LNNPAFAO_03129","EOJAOBGC_02617","CPEPOGAB_04683"
"srpB","","Protein SrpB","9","9","1","1","3929","","","","302","437","392","ACMNIIJE_02396","KBJLFPIH_01729","OLBDELFK_01848","FIJMHGMP_00217","AMABMDDH_04639","AKMBOJBH_04188","LNNPAFAO_04962","EOJAOBGC_02479","CPEPOGAB_04078"
"group_2887","","hypothetical protein","9","9","1","1","13239","","","","593","668","626","ACMNIIJE_00893","KBJLFPIH_00246","OLBDELFK_00845","FIJMHGMP_03489","AMABMDDH_04796","AKMBOJBH_04062","LNNPAFAO_04015","EOJAOBGC_03622","CPEPOGAB_04243"
"ycf3_14","","Photosystem I assembly protein Ycf3","9","9","1","1","6427","","","","1202","1202","1202","ACMNIIJE_02466","KBJLFPIH_04651","OLBDELFK_00614","FIJMHGMP_00293","AMABMDDH_04408","AKMBOJBH_04130","LNNPAFAO_04840","EOJAOBGC_04515","CPEPOGAB_04351"
"group_290","","hypothetical protein","9","9","1","1","10578","","","","1340","1361","1347","ACMNIIJE_02513","KBJLFPIH_02799","OLBDELFK_02938","FIJMHGMP_01616","AMABMDDH_02776","AKMBOJBH_05051","LNNPAFAO_02830","EOJAOBGC_02750","CPEPOGAB_03097"
"scpB","","Segregation and condensation protein B","9","9","1","1","10534","","","","560","569","568","ACMNIIJE_02528","KBJLFPIH_02787","OLBDELFK_02950","FIJMHGMP_05517","AMABMDDH_02788","AKMBOJBH_05039","LNNPAFAO_05584","EOJAOBGC_02762","CPEPOGAB_03082"
"purB","","Adenylosuccinate lyase","9","9","1","1","5798","","","","1268","1268","1268","ACMNIIJE_00980","KBJLFPIH_00307","OLBDELFK_02135","FIJMHGMP_03140","AMABMDDH_05160","AKMBOJBH_04022","LNNPAFAO_00575","EOJAOBGC_02907","CPEPOGAB_00325"
"gshB","","Glutathione synthetase","9","9","1","1","10702","","","","977","977","977","ACMNIIJE_02550","KBJLFPIH_02855","OLBDELFK_02970","FIJMHGMP_01551","AMABMDDH_02716","AKMBOJBH_01186","LNNPAFAO_02770","EOJAOBGC_02691","CPEPOGAB_03162"
"ftsH3","","ATP-dependent zinc metalloprotease FtsH 3","9","9","1","1","5847","","","","1838","1838","1838","ACMNIIJE_01011","KBJLFPIH_00327","OLBDELFK_02162","FIJMHGMP_03174","AMABMDDH_02503","AKMBOJBH_00526","LNNPAFAO_04244","EOJAOBGC_04451","CPEPOGAB_00306"
"group_293","","hypothetical protein","9","9","1","1","9830","","","","227","227","227","ACMNIIJE_02584","KBJLFPIH_01643","OLBDELFK_05569","FIJMHGMP_05151","AMABMDDH_01252","AKMBOJBH_03039","LNNPAFAO_03076","EOJAOBGC_04439","CPEPOGAB_02283"
"group_2930","","hypothetical protein","9","9","1","1","5929","","","","1136","1136","1136","ACMNIIJE_01043","KBJLFPIH_00362","OLBDELFK_02194","FIJMHGMP_03208","AMABMDDH_02540","AKMBOJBH_00562","LNNPAFAO_04204","EOJAOBGC_04488","CPEPOGAB_00271"
"rpsF","","30S ribosomal protein S6","9","9","1","1","5973","","","","329","329","329","ACMNIIJE_01068","KBJLFPIH_00388","OLBDELFK_02219","FIJMHGMP_03233","AMABMDDH_02568","AKMBOJBH_00592","LNNPAFAO_04177","EOJAOBGC_04745","CPEPOGAB_00245"
"rpmA","","50S ribosomal protein L27","9","9","1","1","5975","","","","281","287","286","ACMNIIJE_01070","KBJLFPIH_00390","OLBDELFK_02221","FIJMHGMP_03235","AMABMDDH_02570","AKMBOJBH_00594","LNNPAFAO_04175","EOJAOBGC_04747","CPEPOGAB_00243"
"rlmCD","","23S rRNA (uracil-C(5))-methyltransferase RlmCD","9","9","1","1","11281","","","","1430","1430","1430","ACMNIIJE_02662","KBJLFPIH_02203","OLBDELFK_05075","FIJMHGMP_03055","AMABMDDH_01292","AKMBOJBH_03080","LNNPAFAO_03358","EOJAOBGC_05224","CPEPOGAB_02408"
"accD","","Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta","9","9","1","1","4820","","","","923","923","923","ACMNIIJE_01134","KBJLFPIH_03859","OLBDELFK_02488","FIJMHGMP_04991","AMABMDDH_01643","AKMBOJBH_01100","LNNPAFAO_01692","EOJAOBGC_02213","CPEPOGAB_02832"
"group_2954","","hypothetical protein","9","9","1","1","4740","","","","731","731","731","ACMNIIJE_01144","KBJLFPIH_03870","OLBDELFK_02477","FIJMHGMP_04999","AMABMDDH_01653","AKMBOJBH_01089","LNNPAFAO_01702","EOJAOBGC_02223","CPEPOGAB_02797"
"pstB3_1","","Phosphate import ATP-binding protein PstB 3","9","9","1","1","4714","","","","824","827","826","ACMNIIJE_01155","KBJLFPIH_03884","OLBDELFK_02466","FIJMHGMP_05011","AMABMDDH_05257","AKMBOJBH_01076","LNNPAFAO_01714","EOJAOBGC_02236","CPEPOGAB_02784"
"dapF","","Diaminopimelate epimerase","9","9","1","1","18775","","","","854","854","854","ACMNIIJE_02686","KBJLFPIH_04531","OLBDELFK_00096","FIJMHGMP_00613","AMABMDDH_00242","AKMBOJBH_02274","LNNPAFAO_02587","EOJAOBGC_01875","CPEPOGAB_01267"
"group_2960","mprA_2","Response regulator MprA","9","9","1","1","4696","","","","674","674","674","ACMNIIJE_01165","KBJLFPIH_05141","OLBDELFK_02456","FIJMHGMP_04536","AMABMDDH_03744","AKMBOJBH_01066","LNNPAFAO_01724","EOJAOBGC_02246","CPEPOGAB_02772"
"rpmE","","50S ribosomal protein L31","9","9","1","1","736","","","","242","242","242","ACMNIIJE_01188","KBJLFPIH_04202","OLBDELFK_04209","FIJMHGMP_04550","AMABMDDH_03761","AKMBOJBH_01046","LNNPAFAO_01741","EOJAOBGC_02261","CPEPOGAB_02744"
"rpsI","","30S ribosomal protein S9","9","9","1","1","737","","","","413","413","413","ACMNIIJE_01189","KBJLFPIH_04201","OLBDELFK_04210","FIJMHGMP_04551","AMABMDDH_03762","AKMBOJBH_01045","LNNPAFAO_01742","EOJAOBGC_02262","CPEPOGAB_02743"
"rplM","","50S ribosomal protein L13","9","9","1","1","738","","","","455","455","455","ACMNIIJE_01190","KBJLFPIH_04200","OLBDELFK_04211","FIJMHGMP_04552","AMABMDDH_03763","AKMBOJBH_01044","LNNPAFAO_01743","EOJAOBGC_02263","CPEPOGAB_02742"
"rpsM","","30S ribosomal protein S13","9","9","1","1","743","","","","383","383","383","ACMNIIJE_01195","KBJLFPIH_04195","OLBDELFK_04216","FIJMHGMP_04557","AMABMDDH_03768","AKMBOJBH_01039","LNNPAFAO_01748","EOJAOBGC_02268","CPEPOGAB_02737"
"pds_1","","15-cis-phytoene desaturase","9","9","1","1","20729","","","","1382","1382","1382","ACMNIIJE_02733","KBJLFPIH_02389","OLBDELFK_00140","FIJMHGMP_00567","AMABMDDH_00189","AKMBOJBH_02326","LNNPAFAO_01967","EOJAOBGC_01823","CPEPOGAB_01215"
"rpsC","","30S ribosomal protein S3","9","9","1","1","759","","","","734","734","734","ACMNIIJE_01210","KBJLFPIH_04180","OLBDELFK_04231","FIJMHGMP_04572","AMABMDDH_03783","AKMBOJBH_01024","LNNPAFAO_01763","EOJAOBGC_02283","CPEPOGAB_02722"
"rplB","","50S ribosomal protein L2","9","9","1","1","762","","","","863","863","863","ACMNIIJE_01213","KBJLFPIH_04177","OLBDELFK_04234","FIJMHGMP_04575","AMABMDDH_03786","AKMBOJBH_01021","LNNPAFAO_01766","EOJAOBGC_02286","CPEPOGAB_02719"
"group_2978","","hypothetical protein","9","9","1","1","940","","","","197","197","197","ACMNIIJE_01234","KBJLFPIH_04153","OLBDELFK_04255","FIJMHGMP_04598","AMABMDDH_04098","AKMBOJBH_00944","LNNPAFAO_01834","EOJAOBGC_02358","CPEPOGAB_02633"
"dnaK2_2","","Chaperone protein dnaK2","9","9","1","1","20750","","","","2186","2225","2220","ACMNIIJE_02740","KBJLFPIH_02383","OLBDELFK_00148","FIJMHGMP_04463","AMABMDDH_00179","AKMBOJBH_02333","LNNPAFAO_01960","EOJAOBGC_01816","CPEPOGAB_01209"
"group_299","","hypothetical protein","9","9","1","1","12117","","","","572","572","572","ACMNIIJE_02937","KBJLFPIH_00565","OLBDELFK_04676","FIJMHGMP_01949","AMABMDDH_01060","AKMBOJBH_04778","LNNPAFAO_00198","EOJAOBGC_00756","CPEPOGAB_00675"
"rpoC","","DNA-directed RNA polymerase subunit beta'","9","9","1","1","15410","","","","1874","1874","1874","ACMNIIJE_01275","KBJLFPIH_04738","OLBDELFK_01975","FIJMHGMP_02888","AMABMDDH_03176","AKMBOJBH_03524","LNNPAFAO_02927","EOJAOBGC_01187","CPEPOGAB_05891"
"rpoB","","DNA-directed RNA polymerase subunit beta","9","9","1","1","15411","","","","3302","3971","3378","ACMNIIJE_01276","KBJLFPIH_04739","OLBDELFK_01976","FIJMHGMP_02889","AMABMDDH_03177","AKMBOJBH_03523","LNNPAFAO_02926","EOJAOBGC_01188","CPEPOGAB_05892"
"hisD","","Histidinol dehydrogenase","9","9","1","1","15414","","","","1301","1301","1301","ACMNIIJE_01279","KBJLFPIH_04742","OLBDELFK_01980","FIJMHGMP_02892","AMABMDDH_03180","AKMBOJBH_03520","LNNPAFAO_02923","EOJAOBGC_01191","CPEPOGAB_05895"
"ruvB_2","","Holliday junction ATP-dependent DNA helicase RuvB","9","9","1","1","17901","","","","1112","1112","1112","ACMNIIJE_01310","KBJLFPIH_04095","OLBDELFK_02006","FIJMHGMP_02919","AMABMDDH_03665","AKMBOJBH_02840","LNNPAFAO_04663","EOJAOBGC_03896","CPEPOGAB_05129"
"gsiC","","Glutathione transport system permease protein GsiC","9","9","1","1","11586","","","","962","1082","984","ACMNIIJE_02967","KBJLFPIH_00602","OLBDELFK_04707","FIJMHGMP_01978","AMABMDDH_01035","AKMBOJBH_04804","LNNPAFAO_00225","EOJAOBGC_00730","CPEPOGAB_00706"
"nusG","","Transcription termination/antitermination protein NusG","9","9","1","1","16970","","","","638","644","643","ACMNIIJE_01352","KBJLFPIH_03940","OLBDELFK_02051","FIJMHGMP_02960","AMABMDDH_03147","AKMBOJBH_00932","LNNPAFAO_01296","EOJAOBGC_01157","CPEPOGAB_05749"
"cysE","","Serine acetyltransferase","9","9","1","1","18149","","","","752","752","752","ACMNIIJE_01369","KBJLFPIH_03615","OLBDELFK_03537","FIJMHGMP_02519","AMABMDDH_01225","AKMBOJBH_00916","LNNPAFAO_01277","EOJAOBGC_01141","CPEPOGAB_05767"
"group_3014","","hypothetical protein","9","9","1","1","18139","","","","830","845","843","ACMNIIJE_01374","KBJLFPIH_03610","OLBDELFK_03542","FIJMHGMP_02524","AMABMDDH_01220","AKMBOJBH_00911","LNNPAFAO_01272","EOJAOBGC_01136","CPEPOGAB_05772"
"group_3017","","hypothetical protein","9","9","1","1","18131","","","","206","206","206","ACMNIIJE_01382","KBJLFPIH_03603","OLBDELFK_03551","FIJMHGMP_02531","AMABMDDH_01213","AKMBOJBH_00904","LNNPAFAO_01265","EOJAOBGC_01129","CPEPOGAB_05945"
"yacL","","putative PIN and TRAM-domain containing protein YacL","9","9","1","1","6058","","","","1079","1079","1079","ACMNIIJE_01406","KBJLFPIH_00421","OLBDELFK_02258","FIJMHGMP_05361","AMABMDDH_02022","AKMBOJBH_00633","LNNPAFAO_02133","EOJAOBGC_05155","CPEPOGAB_00204"
"group_302","","hypothetical protein","9","9","1","1","12014","","","","1745","3278","3107","ACMNIIJE_03019","KBJLFPIH_02691","OLBDELFK_01549","FIJMHGMP_02463","AMABMDDH_02833","AKMBOJBH_04833","LNNPAFAO_00148","EOJAOBGC_00811","CPEPOGAB_00620"
"group_3026","","hypothetical protein","9","9","1","1","7893","","","","122","122","122","ACMNIIJE_01426","KBJLFPIH_00442","OLBDELFK_05403","FIJMHGMP_04178","AMABMDDH_02000","AKMBOJBH_00654","LNNPAFAO_02111","EOJAOBGC_05081","CPEPOGAB_00124"
"pgi","","Glucose-6-phosphate isomerase","9","9","1","1","11813","","","","1586","1586","1586","ACMNIIJE_03052","KBJLFPIH_02656","OLBDELFK_01583","FIJMHGMP_02497","AMABMDDH_02863","AKMBOJBH_01995","LNNPAFAO_00116","EOJAOBGC_00840","CPEPOGAB_00580"
"group_3042","","hypothetical protein","9","9","1","1","3543","","","","938","938","938","ACMNIIJE_01479","KBJLFPIH_00492","OLBDELFK_04578","FIJMHGMP_04134","AMABMDDH_01949","AKMBOJBH_00707","LNNPAFAO_02063","EOJAOBGC_04586","CPEPOGAB_00151"
"acnR","","HTH-type transcriptional repressor AcnR","9","9","1","1","7992","","","","623","623","623","ACMNIIJE_01502","KBJLFPIH_00525","OLBDELFK_04555","FIJMHGMP_04114","AMABMDDH_01930","AKMBOJBH_00726","LNNPAFAO_02036","EOJAOBGC_04567","CPEPOGAB_00086"
"group_305","","hypothetical protein","9","9","1","1","5779","","","","2453","2462","2454","ACMNIIJE_03076","KBJLFPIH_05100","OLBDELFK_02123","FIJMHGMP_03124","AMABMDDH_05162","AKMBOJBH_04010","LNNPAFAO_00588","EOJAOBGC_02920","CPEPOGAB_00338"
"sugC","","Trehalose import ATP-binding protein SugC","9","9","1","1","5776","","","","1175","1175","1175","ACMNIIJE_03079","KBJLFPIH_05101","OLBDELFK_02121","FIJMHGMP_03122","AMABMDDH_04647","AKMBOJBH_04009","LNNPAFAO_00590","EOJAOBGC_02921","CPEPOGAB_00340"
"smpB","","SsrA-binding protein","9","9","1","1","10210","","","","467","467","467","ACMNIIJE_01583","KBJLFPIH_00911","OLBDELFK_02561","FIJMHGMP_03370","AMABMDDH_03230","AKMBOJBH_03684","LNNPAFAO_00546","EOJAOBGC_00100","CPEPOGAB_02957"
"melD","","Melibiose/raffinose/stachyose import permease protein MelD","9","9","1","1","5770","","","","905","908","907","ACMNIIJE_03081","KBJLFPIH_05103","OLBDELFK_02119","FIJMHGMP_03120","AMABMDDH_04649","AKMBOJBH_04007","LNNPAFAO_00592","EOJAOBGC_02923","CPEPOGAB_00342"
"group_3070","","hypothetical protein","9","9","1","1","10199","","","","935","935","935","ACMNIIJE_01592","KBJLFPIH_00921","OLBDELFK_02570","FIJMHGMP_03361","AMABMDDH_03238","AKMBOJBH_03692","LNNPAFAO_00538","EOJAOBGC_00108","CPEPOGAB_02966"
"group_3074","","hypothetical protein","9","9","1","1","10161","","","","233","233","233","ACMNIIJE_01612","KBJLFPIH_00942","OLBDELFK_02590","FIJMHGMP_03341","AMABMDDH_03258","AKMBOJBH_03712","LNNPAFAO_00518","EOJAOBGC_00128","CPEPOGAB_02992"
"group_308","","hypothetical protein","9","9","1","1","5769","","","","1313","1343","1320","ACMNIIJE_03082","KBJLFPIH_05104","OLBDELFK_02118","FIJMHGMP_03119","AMABMDDH_04650","AKMBOJBH_04006","LNNPAFAO_00593","EOJAOBGC_02924","CPEPOGAB_00343"
"pnp","","Polyribonucleotide nucleotidyltransferase","9","9","1","1","10323","","","","2150","2150","2150","ACMNIIJE_01660","KBJLFPIH_03211","OLBDELFK_04809","FIJMHGMP_03294","AMABMDDH_03218","AKMBOJBH_03672","LNNPAFAO_00558","EOJAOBGC_00088","CPEPOGAB_03044"
"argB","","Acetylglutamate kinase","9","9","1","1","18926","","","","896","896","896","ACMNIIJE_01697","KBJLFPIH_04556","OLBDELFK_00063","FIJMHGMP_00642","AMABMDDH_00271","AKMBOJBH_02244","LNNPAFAO_02555","EOJAOBGC_01905","CPEPOGAB_01242"
"group_3109","","putative transcriptional regulatory protein","9","9","1","1","19050","","","","770","770","770","ACMNIIJE_01733","KBJLFPIH_04321","OLBDELFK_00032","FIJMHGMP_00679","AMABMDDH_00309","AKMBOJBH_02214","LNNPAFAO_02518","EOJAOBGC_01933","CPEPOGAB_00867"
"acoA","","Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha","9","9","1","1","19066","","","","1031","1031","1031","ACMNIIJE_01744","KBJLFPIH_04309","OLBDELFK_00018","FIJMHGMP_00689","AMABMDDH_00321","AKMBOJBH_02204","LNNPAFAO_02506","EOJAOBGC_01942","CPEPOGAB_00875"
"group_3112","","hypothetical protein","9","9","1","1","19070","","","","1190","1190","1190","ACMNIIJE_01748","KBJLFPIH_04305","OLBDELFK_00014","FIJMHGMP_00693","AMABMDDH_00325","AKMBOJBH_02200","LNNPAFAO_02502","EOJAOBGC_01946","CPEPOGAB_00879"
"group_312","","hypothetical protein","9","9","1","1","7649","","","","266","266","266","ACMNIIJE_03152","KBJLFPIH_03113","OLBDELFK_00464","FIJMHGMP_04063","AMABMDDH_00839","AKMBOJBH_01647","LNNPAFAO_05324","EOJAOBGC_01100","CPEPOGAB_02203"
"rcp1_2","","Response regulator rcp1","9","9","1","1","18546","","","","458","497","466","ACMNIIJE_01787","KBJLFPIH_04872","OLBDELFK_04384","FIJMHGMP_00729","AMABMDDH_01674","AKMBOJBH_04414","LNNPAFAO_02474","EOJAOBGC_02783","CPEPOGAB_01386"
"arnT_1","","Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase","9","9","1","1","7664","","","","1628","1628","1628","ACMNIIJE_03158","KBJLFPIH_03107","OLBDELFK_00459","FIJMHGMP_04068","AMABMDDH_00844","AKMBOJBH_03027","LNNPAFAO_05031","EOJAOBGC_01106","CPEPOGAB_02209"
"accA","","Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha","9","9","1","1","8588","","","","980","980","980","ACMNIIJE_01837","KBJLFPIH_04951","OLBDELFK_04111","FIJMHGMP_01048","AMABMDDH_02109","AKMBOJBH_03899","LNNPAFAO_03038","EOJAOBGC_04393","CPEPOGAB_02061"
"glnA","","Glutamine synthetase","9","9","1","1","8575","","","","1421","1421","1421","ACMNIIJE_01847","KBJLFPIH_04961","OLBDELFK_04101","FIJMHGMP_01058","AMABMDDH_02099","AKMBOJBH_03889","LNNPAFAO_03028","EOJAOBGC_04383","CPEPOGAB_02050"
"apcD","","Phycobiliprotein beta chain","9","9","1","1","8502","","","","509","509","509","ACMNIIJE_01849","KBJLFPIH_03696","OLBDELFK_04099","FIJMHGMP_01060","AMABMDDH_02096","AKMBOJBH_03886","LNNPAFAO_04866","EOJAOBGC_04769","CPEPOGAB_02049"
"surE_2","","5'-nucleotidase SurE","9","9","1","1","7666","","","","797","797","797","ACMNIIJE_03160","KBJLFPIH_03105","OLBDELFK_00457","FIJMHGMP_04070","AMABMDDH_00846","AKMBOJBH_03025","LNNPAFAO_05033","EOJAOBGC_01108","CPEPOGAB_02211"
"rcsC_39","","Sensor histidine kinase RcsC","9","9","1","1","8532","","","","407","407","407","ACMNIIJE_01861","KBJLFPIH_03709","OLBDELFK_04085","FIJMHGMP_01074","AMABMDDH_02080","AKMBOJBH_03870","LNNPAFAO_04882","EOJAOBGC_04785","CPEPOGAB_02024"
"group_315","","hypothetical protein","9","9","1","1","7667","","","","386","398","387","ACMNIIJE_03161","KBJLFPIH_03104","OLBDELFK_00456","FIJMHGMP_04071","AMABMDDH_00847","AKMBOJBH_03024","LNNPAFAO_05034","EOJAOBGC_01109","CPEPOGAB_02212"
"pgcA_2","","Phosphoglucomutase","9","9","1","1","2979","","","","1439","1439","1439","ACMNIIJE_01911","KBJLFPIH_03300","OLBDELFK_01060","FIJMHGMP_04824","AMABMDDH_03482","AKMBOJBH_03367","LNNPAFAO_05110","EOJAOBGC_03951","CPEPOGAB_03915"
"suhB_2","","Fructose-1,6-bisphosphatase/inositol-1-monophosphatase","9","9","1","1","10040","","","","806","806","806","ACMNIIJE_03177","KBJLFPIH_04512","OLBDELFK_00442","FIJMHGMP_04089","AMABMDDH_00750","AKMBOJBH_01562","LNNPAFAO_04141","EOJAOBGC_01008","CPEPOGAB_02113"
"ndhM","","NAD(P)H-quinone oxidoreductase subunit M","9","9","1","1","3052","","","","341","341","341","ACMNIIJE_01927","KBJLFPIH_04424","OLBDELFK_01078","FIJMHGMP_02323","AMABMDDH_04190","AKMBOJBH_03382","LNNPAFAO_01118","EOJAOBGC_04888","CPEPOGAB_03941"
"group_317","","hypothetical protein","9","9","1","1","7560","","","","548","548","548","ACMNIIJE_03216","KBJLFPIH_03164","OLBDELFK_00406","FIJMHGMP_04893","AMABMDDH_00787","AKMBOJBH_01594","LNNPAFAO_05643","EOJAOBGC_01043","CPEPOGAB_02144"
"zur_2","","Zinc-specific metallo-regulatory protein","9","9","1","1","3082","","","","455","455","455","ACMNIIJE_01939","KBJLFPIH_04437","OLBDELFK_01090","FIJMHGMP_02310","AMABMDDH_04203","AKMBOJBH_03394","LNNPAFAO_01106","EOJAOBGC_04876","CPEPOGAB_03954"
"lipA","","Lipoyl synthase","9","9","1","1","3087","","","","896","908","898","ACMNIIJE_01942","KBJLFPIH_04440","OLBDELFK_01093","FIJMHGMP_02307","AMABMDDH_04207","AKMBOJBH_03398","LNNPAFAO_01102","EOJAOBGC_04872","CPEPOGAB_03957"
"yitJ","","Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase","9","9","1","1","14987","","","","980","983","982","ACMNIIJE_03300","KBJLFPIH_03032","OLBDELFK_03463","FIJMHGMP_01174","AMABMDDH_03515","AKMBOJBH_02470","LNNPAFAO_03764","EOJAOBGC_03841","CPEPOGAB_01928"
